type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldOn,listPrice,status
single_family,1974,2,1,1,1,2,40946,1038,2,05-31-18,325000,for_sale
single_family,2003,5,3,3,1,3,30928,3933,2,09-17-14,765000,for_sale
single_family,2003,3,3,2,1,2,13939,2125,2,05-31-18,604900,ready_to_build
mobile,1990,3,2,2,1,2,13939,1054,1,05-31-18,130000,for_sale
single_family,2016,6,5,4,1,4,20473,6165,2,12-10-21,1490000,for_sale
single_family,2017,6,4,3,1,3,14375,3978,2,11-02-17,919900,for_sale
single_family,2002,5,4,3,1,2,9148,3557,2,08-17-05,645000,for_sale
single_family,1996,3,2,1,1,2,5663,1215,1,10-25-12,435000,for_sale
single_family,2003,5,3,3,1,3,13939,3118,2,05-31-18,528995,ready_to_build
mobile,2000,3,2,2,1,2,13939,940,2,05-31-18,94000,for_sale
single_family,2000,6,4,3,1,2,14810,3561,2,05-31-18,549900,for_sale
single_family,2003,3,3,2,1,2,13939,1708,2,05-31-18,570000,ready_to_build
land,2003,4,0,2,1,2,40946,2400,2,05-31-18,29000,for_sale
mobile,1994,3,2,1,1,2,13939,1075,1,05-31-18,50000,for_sale
single_family,2003,3,3,2,1,2,13939,1806,2,05-31-18,543500,ready_to_build
townhouse,2003,2,3,2,1,1,13939,1145,2,05-31-18,289990,ready_to_build
townhouse,2003,2,3,2,1,2,13939,1659,3,05-31-18,421990,ready_to_build
single_family,2003,3,3,2,1,2,13939,2030,2,05-31-18,510000,ready_to_build
single_family,2003,4,3,2,1,3,13939,2284,2,05-31-18,800000,ready_to_build
single_family,2003,1,3,1,1,2,13939,1302,2,05-31-18,519500,ready_to_build
single_family,2003,4,3,3,1,2,13939,2722,2,05-31-18,622900,ready_to_build
single_family,2003,3,3,2,1,2,13939,1498,2,05-31-18,374900,ready_to_build
single_family,2003,4,3,2,1,2,13939,1824,2,05-31-18,401900,ready_to_build
single_family,2003,2,3,2,1,2,13939,1265,2,05-31-18,500000,ready_to_build
single_family,2003,7,3,3,1,2,13939,3800,2,05-31-18,672600,ready_to_build
single_family,2003,4,3,2,1,2,13939,2876,2,05-31-18,649990,ready_to_build
single_family,2021,7,7,3,2,7,43560,10245,2,05-31-18,3750000,for_sale
land,2003,4,0,2,1,2,435600,2400,2,05-31-18,10000,for_sale
single_family,2003,4,3,2,1,3,13939,2253,1,05-31-18,563500,ready_to_build
single_family,2003,4,3,2,1,2,13939,1758,2,05-31-18,395900,ready_to_build
single_family,2003,5,3,3,1,2,13939,3370,2,05-31-18,629900,ready_to_build
single_family,2003,3,3,2,1,3,13939,1760,1,05-31-18,467500,ready_to_build
single_family,2003,3,3,2,1,2,13939,1983,1,05-31-18,727368,for_sale
townhomes,1998,2,2,1,1,2,4356,1194,1,05-31-18,269900,for_sale
single_family,2003,3,3,2,1,2,13939,3682,1,05-31-18,714900,ready_to_build
single_family,2003,3,3,2,1,3,13939,1579,2,05-31-18,670000,ready_to_build
single_family,2003,3,3,2,1,2,13939,2745,2,05-31-18,519900,ready_to_build
land,2003,4,0,2,1,2,871200,2400,2,05-31-18,50000,for_sale
single_family,2003,2,3,2,1,2,13939,3250,2,05-31-18,553750,ready_to_build
single_family,2003,6,3,3,1,2,13939,4684,2,05-31-18,645900,ready_to_build
single_family,2003,3,3,2,1,2,13939,1706,2,05-31-18,500000,ready_to_build
single_family,1998,6,4,3,1,2,16553,2688,2,05-12-21,499900,for_sale
single_family,2000,4,2,2,1,2,10019,2508,2,05-31-18,555000,for_sale
single_family,1910,5,1,1,1,2,29621,1703,1,05-31-18,140000,for_sale
single_family,1934,3,1,1,1,2,10890,1521,1,05-31-18,424900,for_sale
single_family,2003,2,3,2,1,2,13939,1793,2,05-31-18,725000,ready_to_build
single_family,2003,4,3,2,1,2,13939,2215,2,05-31-18,632500,ready_to_build
mobile,2021,3,2,2,1,2,13939,1119,1,05-31-18,175000,for_sale
land,2003,4,0,2,1,2,161172,2400,2,05-31-18,24900,for_sale
single_family,1931,2,2,1,1,2,3485,1989,3,05-31-18,650000,for_sale
single_family,2003,4,3,2,1,2,13939,2150,2,05-31-18,526900,ready_to_build
single_family,2017,3,4,4,1,3,13504,2407,1,05-31-18,1170000,for_sale
single_family,1989,6,4,3,1,2,10454,4140,3,05-31-18,639000,for_sale
single_family,2003,3,3,2,1,3,13939,1760,1,05-31-18,504500,ready_to_build
mobile,1968,2,1,1,1,2,43560,840,1,05-31-18,64900,for_sale
land,2003,4,0,2,1,2,310147,2400,2,05-31-18,349000,for_sale
single_family,2014,5,4,3,1,3,49223,5166,2,05-31-18,2750000,for_sale
single_family,1908,3,1,1,1,1,5227,1192,1,11-02-20,360000,for_sale
single_family,1979,4,3,1,1,2,9148,2128,2,05-31-18,450000,for_sale
single_family,1914,4,2,2,1,2,7405,2731,2,05-31-18,725000,for_sale
single_family,1996,6,3,1,1,2,8276,2750,2,10-28-22,574900,for_sale
single_family,1995,5,3,3,1,2,10890,2878,2,07-06-17,620000,for_sale
single_family,1964,5,2,1,1,1,7841,1884,2,09-27-07,499000,for_sale
single_family,2010,5,3,2,1,2,50530,5300,2,05-31-18,689000,for_sale
single_family,2005,4,2,2,1,2,6098,1891,2,01-13-22,485000,for_sale
land,2003,4,0,2,1,2,209524,2400,2,05-31-18,175000,for_sale
mobile,1975,3,1,1,1,2,435600,1300,2,05-31-18,199900,for_sale
land,2003,4,0,2,1,2,67518,2400,2,05-31-18,99990,for_sale
single_family,1997,5,4,3,1,2,232610,2924,2,05-31-18,1500000,for_sale
land,2003,4,0,2,1,2,835916,2400,2,05-31-18,300000,for_sale
mobile,1967,3,2,1,1,2,7841,1098,1,05-31-18,299900,for_sale
single_family,1950,3,2,2,1,2,12197,1929,2,05-31-18,325000,for_sale
single_family,1984,8,7,5,1,3,20473,8265,3,04-02-15,2850000,for_sale
single_family,1999,5,6,6,1,3,20038,3868,2,11-14-01,3995000,for_sale
single_family,1945,3,2,2,1,1,6098,1896,2,05-31-18,274900,for_sale
single_family,1891,3,2,2,1,2,8276,2211,2,03-29-22,640000,for_sale
single_family,2020,5,4,2,1,3,4792,2656,3,09-30-19,675000,for_sale
single_family,1997,6,5,4,1,3,53579,5193,4,05-24-22,1399000,for_sale
land,2003,4,0,2,1,2,228690,2400,2,05-31-18,125000,for_sale
single_family,2005,6,4,4,1,3,9148,3761,2,10-07-21,895000,for_sale
single_family,2006,5,5,3,2,4,40511,4933,2,04-30-18,1765000,for_sale
single_family,2024,3,2,2,1,3,10454,1860,2,05-31-18,685000,for_sale
single_family,1989,4,4,3,1,2,17424,3758,3,05-31-18,798000,for_sale
single_family,1997,5,4,2,1,2,13068,3026,3,05-31-18,589900,for_sale
single_family,2018,7,5,4,1,5,13068,4009,3,11-10-21,998900,for_sale
single_family,1986,4,2,1,1,2,24394,2318,2,05-31-18,499500,for_sale
single_family,1972,6,4,3,1,2,143748,3648,2,05-31-18,449900,for_sale
single_family,2001,5,3,2,1,5,47045,4614,2,05-31-18,1750000,for_sale
townhomes,2023,3,2,2,1,2,871,917,1,05-31-18,359000,for_sale
single_family,1909,4,2,1,1,2,15682,1808,3,05-31-18,420000,for_sale
single_family,2018,5,5,2,1,3,10454,5409,3,02-28-20,1590000,for_sale
single_family,1993,5,4,2,1,2,10019,2280,3,12-09-09,639900,for_sale
single_family,1994,1,1,1,1,2,2614,902,1,05-31-18,209000,for_sale
single_family,1994,6,5,4,1,3,12632,4968,3,04-12-12,799000,for_sale
land,2003,4,0,2,1,2,435600,2400,2,05-31-18,295000,for_sale
single_family,2004,6,3,3,1,2,10019,2892,2,03-23-20,520000,for_sale
single_family,2003,3,3,2,1,2,13939,3047,3,05-31-18,517900,ready_to_build
single_family,1997,4,3,1,1,2,8276,1870,4,03-20-19,440000,for_sale
single_family,1963,2,2,1,1,2,8276,1425,3,05-31-18,359000,for_sale
single_family,2019,3,2,2,1,2,21780,2821,1,02-04-04,710000,for_sale
single_family,1976,4,3,3,1,2,8276,3284,3,05-31-18,350000,for_sale
single_family,2007,5,3,2,1,3,16988,3362,2,04-17-06,760000,for_sale
single_family,2003,4,3,3,1,2,13939,2757,2,05-31-18,707900,ready_to_build
single_family,2003,3,3,2,1,2,13939,2796,2,05-31-18,0,ready_to_build
single_family,2020,3,2,2,1,3,21780,3608,2,12-08-20,599990,for_sale
single_family,2012,5,4,3,1,3,11761,3916,2,07-21-21,810000,for_sale
single_family,2003,3,3,2,1,2,13939,3580,2,05-31-18,621750,ready_to_build
single_family,2003,8,3,3,1,2,13939,5422,2,05-31-18,770900,ready_to_build
single_family,2001,3,2,2,1,2,7405,1668,1,11-03-03,445000,for_sale
single_family,2002,8,3,2,1,3,21780,4431,2,10-20-16,719000,for_sale
single_family,1974,4,3,3,1,2,12632,1951,3,09-27-12,489000,for_sale
single_family,1915,4,1,1,1,2,16988,1212,3,05-31-18,200000,for_sale
single_family,2003,3,3,2,1,2,13939,2448,2,05-31-18,0,ready_to_build
single_family,2003,3,3,2,1,3,13939,1579,2,05-31-18,629000,ready_to_build
single_family,1960,4,3,2,1,2,8712,2912,2,03-28-08,850000,for_sale
single_family,2003,5,3,3,1,2,13939,2282,2,05-31-18,573900,ready_to_build
single_family,2017,5,4,3,1,3,8712,3305,3,12-07-21,699900,for_sale
farm,2003,4,0,2,1,2,431680,2400,2,05-31-18,495000,for_sale
single_family,2012,3,3,2,1,2,5663,1692,2,12-19-17,435000,for_sale
single_family,2003,3,3,2,1,2,13939,2479,1,05-31-18,524900,ready_to_build
single_family,1975,4,3,1,1,2,10019,2254,2,08-11-14,499000,for_sale
single_family,2021,4,2,2,1,3,14375,3793,2,05-31-18,639000,for_sale
single_family,2003,4,3,2,1,2,13939,2129,1,05-31-18,677900,ready_to_build
single_family,2017,6,4,3,1,3,17860,5495,3,03-09-18,1750000,for_sale
single_family,2003,6,3,3,1,2,13939,2960,2,05-31-18,699000,ready_to_build
single_family,1967,5,3,3,1,2,13068,2700,2,05-31-18,635000,for_sale
single_family,2003,3,3,2,1,2,13939,2479,1,05-31-18,524900,ready_to_build
single_family,2024,5,3,2,1,3,33541,4070,3,05-31-18,795000,for_sale
land,2003,4,0,2,1,2,435600,2400,2,05-31-18,95000,for_sale
mobile,1996,2,2,1,1,2,3485,693,1,05-31-18,185000,for_sale
single_family,2002,3,4,2,2,3,1508047,5500,3,05-31-18,1250000,for_sale
single_family,2003,1,3,1,1,2,13939,1302,2,05-31-18,395500,ready_to_build
single_family,2002,8,4,4,1,3,44867,5400,3,06-20-05,1495000,for_sale
land,2003,4,0,2,1,2,115434,2400,2,05-31-18,225000,for_sale
townhomes,1978,2,1,1,1,1,3920,881,1,11-18-19,275000,for_sale
single_family,2022,6,5,3,2,3,18295,4526,2,05-31-18,969900,for_sale
single_family,2019,5,4,3,1,3,22216,4882,3,05-31-18,1100000,for_sale
single_family,2003,4,3,2,1,3,13939,3733,2,05-31-18,528995,ready_to_build
single_family,2021,3,3,3,1,3,6970,1906,1,05-31-18,575000,for_sale
single_family,2003,3,3,2,1,2,13939,2141,2,05-31-18,448900,ready_to_build
townhouse,2003,3,3,2,1,2,13939,1648,2,05-31-18,292500,ready_to_build
single_family,2003,3,3,2,1,2,13939,2270,2,05-31-18,613500,ready_to_build
single_family,2003,3,3,2,1,2,13939,1723,3,05-31-18,519718,ready_to_build
single_family,2008,6,4,3,1,2,87120,4141,2,05-31-18,559000,for_sale
single_family,1906,2,1,1,1,2,5663,1045,1,04-01-22,117500,for_sale
single_family,2024,3,3,2,1,2,3485,2711,3,05-31-18,514990,for_sale
single_family,2003,2,3,2,1,2,13939,1371,1,05-31-18,451990,ready_to_build
single_family,2003,5,3,3,1,2,13939,2970,2,05-31-18,582300,ready_to_build
single_family,2003,3,3,2,1,2,13939,2125,2,05-31-18,604900,ready_to_build
land,2003,4,0,2,1,2,90169,2400,2,05-31-18,120000,for_sale
land,2003,4,0,2,1,2,440827,2400,2,05-31-18,150000,for_sale
single_family,2003,3,3,2,1,2,13939,2280,2,05-31-18,462900,ready_to_build
single_family,2003,4,3,2,1,2,13939,3543,2,05-31-18,562900,ready_to_build
townhouse,2003,4,3,2,1,2,13939,2146,3,05-31-18,461400,ready_to_build
single_family,2003,6,3,3,1,2,13939,3990,2,05-31-18,689900,ready_to_build
townhomes,2006,3,2,1,1,2,4356,1242,2,05-31-18,305000,for_sale
land,2003,4,0,2,1,2,3484800,2400,2,05-31-18,360000,for_sale
single_family,2003,3,3,2,1,2,13939,1584,1,05-31-18,499990,ready_to_build
townhomes,1997,6,2,2,1,2,3920,2585,2,03-19-19,430000,for_sale
single_family,1999,5,4,3,1,3,10019,3654,3,09-24-99,779000,for_sale
townhouse,2003,3,3,2,1,2,13939,1860,3,05-31-18,411400,ready_to_build
single_family,2003,4,3,3,1,3,13939,6172,2,05-31-18,1278995,ready_to_build
single_family,2003,6,4,4,1,2,10019,4177,3,04-15-19,750000,for_sale
single_family,2006,2,2,2,1,2,5227,1831,1,05-31-18,545000,for_sale
single_family,2003,3,3,2,1,2,13939,2389,2,05-31-18,995000,ready_to_build
mobile,2017,4,2,2,1,2,354143,2065,1,07-10-17,565000,for_sale
single_family,2007,5,4,4,1,3,46174,4943,2,05-31-18,999999,for_sale
single_family,2016,4,4,4,1,3,12632,5762,2,05-31-18,2500000,for_sale
single_family,2003,4,3,2,1,2,13939,2284,2,05-31-18,760000,ready_to_build
single_family,1976,3,2,1,1,2,17860,1768,1,05-31-18,375000,for_sale
single_family,2019,6,5,4,1,8,19602,4983,2,08-27-19,1449900,for_sale
single_family,1971,4,2,2,1,2,6534,1985,2,05-08-19,475500,for_sale
single_family,1993,6,3,1,1,2,7841,2457,2,05-19-05,510000,for_sale
mobile,1973,3,2,1,1,1,6534,1428,1,03-22-05,350000,for_sale
single_family,1886,4,2,2,1,2,12197,1456,2,01-05-23,325000,for_sale
land,2003,4,0,2,1,2,231304,2400,2,05-31-18,32000,for_sale
single_family,2001,6,5,2,1,3,27007,8320,2,06-29-99,1500000,for_sale
townhomes,2013,5,4,3,1,2,2614,3495,2,05-31-18,1750000,for_sale
single_family,1974,4,2,2,1,4,19602,3220,3,03-14-22,509900,for_sale
single_family,2006,4,3,3,1,2,6098,1934,2,12-30-15,399900,for_sale
single_family,2024,9,10,8,2,2,10890,7000,2,05-31-18,174900,for_sale
single_family,1978,2,2,2,1,2,11326,1724,1,05-31-18,425000,for_sale
land,2003,4,0,2,1,2,202118,2400,2,05-31-18,385000,for_sale
single_family,2014,6,5,3,1,3,20473,5271,3,01-22-14,1188000,for_sale
townhomes,1985,3,2,2,1,2,3485,1900,2,06-14-10,389000,for_sale
single_family,2018,4,3,3,1,4,23087,2662,1,05-31-18,629999,for_sale
single_family,2019,5,4,3,1,2,5663,3082,3,02-26-20,695000,for_sale
single_family,1977,4,3,1,1,2,10019,3396,2,05-31-18,1100000,for_sale
single_family,1900,6,3,1,1,1,142441,3195,2,05-31-18,599900,for_sale
single_family,2000,3,3,1,1,2,2178,2976,2,12-14-00,485000,for_sale
single_family,1952,4,2,1,1,2,27443,2128,2,05-31-18,299900,for_sale
single_family,1970,6,5,1,2,2,18731,4451,3,05-31-18,724900,for_sale
single_family,2006,5,4,2,1,3,14375,5465,2,12-01-06,879000,for_sale
single_family,1996,3,3,1,1,2,21780,1991,2,02-27-98,574900,for_sale
single_family,2005,3,3,2,1,2,3920,1804,2,05-31-18,520000,for_sale
single_family,1934,1,1,2,1,2,436,912,1,05-31-18,400000,for_sale
single_family,2015,5,5,3,2,3,7841,4112,3,05-24-16,864900,for_sale
single_family,1958,5,3,1,1,2,10019,2972,2,04-08-19,499900,for_sale
single_family,2023,4,3,3,1,2,51401,2389,1,05-31-18,799999,for_sale
land,2003,4,0,2,1,2,9054817,2400,2,05-31-18,310500,for_sale
single_family,1985,4,4,3,1,2,9148,3874,2,11-26-02,559900,for_sale
single_family,2024,4,3,3,1,3,11326,3719,2,05-31-18,675000,for_sale
single_family,2024,5,3,2,1,4,71438,4266,2,08-31-09,836136,for_sale
single_family,2006,5,3,2,1,2,9148,3036,3,06-12-12,609900,for_sale
single_family,2019,7,4,3,1,2,8712,3926,3,11-22-19,899900,for_sale
single_family,1975,3,3,3,1,2,50530,3254,3,05-31-18,899000,for_sale
single_family,1997,1,1,1,1,2,17860,468,1,05-31-18,250000,for_sale
single_family,1985,3,3,3,1,2,33106,2766,1,09-18-12,785000,for_sale
single_family,2019,6,3,2,1,3,7841,3447,2,05-31-18,765000,for_sale
single_family,1933,2,1,1,1,2,21780,1508,3,05-03-21,599999,for_sale
single_family,2021,4,3,2,1,3,6534,3035,3,12-15-20,589900,for_sale
single_family,2019,7,4,2,1,3,15246,4118,2,05-31-18,799999,for_sale
single_family,1974,4,2,1,1,2,10019,2050,2,05-31-18,575000,for_sale
single_family,1913,3,3,2,1,2,3485,1876,2,08-15-18,315000,for_sale
single_family,1978,4,2,1,1,2,10019,1885,1,05-31-18,495000,for_sale
single_family,2024,3,2,2,1,3,43560,1908,1,05-31-18,639000,for_sale
mobile,1998,3,2,2,1,2,8712,960,1,05-31-18,250000,for_sale
single_family,1945,2,1,1,1,2,7405,832,1,01-15-09,300000,for_sale
single_family,1920,3,1,1,1,2,16553,2142,2,05-31-18,255000,for_sale
single_family,2024,4,3,3,1,3,11761,4412,3,05-31-18,729900,for_sale
single_family,2018,6,3,3,1,2,9583,4909,3,11-01-17,690000,for_sale
single_family,2003,3,3,2,1,2,13939,3711,2,05-31-18,1299990,ready_to_build
single_family,2003,4,3,2,1,2,61855,2326,3,06-02-15,545000,for_sale
mobile,1997,2,2,2,1,2,13939,1058,1,11-07-17,175000,for_sale
single_family,2019,6,5,4,1,3,11326,4137,2,05-31-18,1000000,for_sale
land,2003,4,0,2,1,2,248292,2400,2,05-31-18,160000,for_sale
mobile,2000,3,2,2,1,2,13939,1248,1,05-31-18,87000,for_sale
single_family,2023,3,2,2,1,2,9148,2568,2,05-31-18,454500,for_sale
single_family,2024,4,4,4,1,2,436,2834,2,05-31-18,350000,for_sale
single_family,1985,4,2,1,1,2,21344,3000,3,05-31-18,599900,for_sale
single_family,1995,4,4,2,1,4,9148,2388,3,06-28-18,525000,for_sale
single_family,2003,3,3,2,1,2,13939,3858,1,05-31-18,919995,ready_to_build
single_family,2003,3,3,2,1,2,13939,2757,2,05-31-18,0,ready_to_build
farm,2003,4,0,2,1,2,6969600,2400,2,05-31-18,359900,for_sale
single_family,1995,3,2,2,1,2,21780,1268,1,01-15-21,399000,for_sale
single_family,1983,4,3,1,1,2,9583,2024,2,05-31-18,520000,for_sale
land,2003,4,0,2,1,2,309276,2400,2,05-31-18,90000,for_sale
single_family,2008,5,3,3,1,2,1742400,5892,3,05-31-18,1475000,for_sale
single_family,2024,4,3,2,1,3,135907,2810,2,05-31-18,930000,for_sale
single_family,2024,2,2,2,1,2,6970,2488,2,05-31-18,415059,for_sale
single_family,1881,3,2,1,1,2,17424,1224,1,05-31-18,415000,for_sale
single_family,1951,3,3,2,1,2,13068,2738,1,05-31-18,379900,for_sale
mobile,2024,3,2,2,1,2,9583,1474,2,05-31-18,299900,for_sale
mobile,1978,2,1,1,1,2,13939,985,1,05-31-18,49900,for_sale
single_family,1998,4,4,2,1,2,6970,2320,3,10-23-20,649000,for_sale
land,2003,4,0,2,1,2,287932,2400,2,05-31-18,129900,for_sale
single_family,2023,4,2,2,1,2,10019,3615,3,05-31-18,629900,for_sale
single_family,1976,5,2,2,1,2,10454,2208,2,05-31-18,360000,for_sale
single_family,2020,5,8,2,3,4,76666,8697,3,05-31-18,9100000,for_sale
single_family,1986,2,1,1,1,2,13068,1120,2,05-31-18,293700,for_sale
single_family,1992,4,5,4,1,3,31799,5994,3,08-04-09,1019059,for_sale
single_family,2020,3,2,2,1,3,7405,2883,2,12-04-20,612500,for_sale
single_family,2015,5,3,3,1,2,29185,3833,2,03-04-22,899000,for_sale
single_family,2024,7,7,5,2,3,10454,5903,3,05-31-18,2299000,for_sale
single_family,1996,5,3,3,1,2,12197,2432,2,05-31-18,375000,for_sale
single_family,1951,4,2,1,1,2,9148,2174,2,11-21-17,409900,for_sale
land,2003,4,0,2,1,2,761429,2400,2,05-31-18,599000,for_sale
mobile,1981,3,2,2,1,2,13939,1036,1,05-31-18,69000,for_sale
single_family,2019,5,4,3,1,2,10019,3249,3,06-19-20,610000,for_sale
townhomes,2020,2,2,2,1,2,1742,1266,1,10-16-20,425000,for_sale
single_family,1958,1,1,2,1,2,13939,808,2,05-31-18,530000,for_sale
single_family,2022,6,4,3,1,2,9148,4345,3,05-31-18,660000,for_sale
townhomes,2016,4,4,3,1,2,1307,2538,3,05-31-18,539900,for_sale
townhomes,2020,5,6,5,1,2,1742,2608,2,12-29-20,1125000,for_sale
mobile,1985,3,2,1,1,2,13939,1232,2,05-31-18,89000,for_sale
single_family,1983,2,2,2,1,2,38768,1184,1,07-17-07,375000,for_sale
single_family,1959,3,2,2,1,2,109771,1610,2,05-31-18,305000,for_sale
single_family,2003,4,3,3,1,2,13939,3898,2,05-31-18,674750,ready_to_build
single_family,2012,3,2,2,1,2,7405,1369,1,05-31-18,330000,for_sale
single_family,2021,3,2,2,1,2,21780,1649,1,03-04-22,558000,for_sale
single_family,2000,1,1,1,1,2,45738,1616,2,05-31-18,199000,for_sale
single_family,1978,4,3,1,1,2,11326,2316,2,10-27-03,479000,for_sale
single_family,2007,7,4,4,1,2,9148,4099,3,11-30-12,799990,for_sale
single_family,2003,6,3,3,1,4,13504,3266,2,11-13-20,700000,for_sale
townhomes,2012,3,3,2,1,2,1307,2429,3,11-21-12,469900,for_sale
single_family,2024,4,3,3,1,3,10019,2150,1,05-31-18,685000,for_sale
single_family,1986,4,3,1,1,2,14810,2737,2,05-31-18,647500,for_sale
townhomes,2020,4,3,3,1,2,871,2026,3,05-31-18,375000,for_sale
single_family,2021,3,3,2,1,2,3485,1736,2,04-28-21,485000,for_sale
single_family,1930,2,1,1,1,2,17424,1080,1,05-31-18,475000,for_sale
single_family,2004,5,4,3,1,2,13068,2487,1,06-11-04,725000,for_sale
single_family,1921,3,1,1,1,1,4792,1665,2,08-31-18,515000,for_sale
townhomes,2005,3,4,2,1,2,1307,2430,3,05-31-18,464900,for_sale
single_family,2003,3,3,2,1,3,13939,1887,1,05-31-18,568500,ready_to_build
single_family,1999,7,5,4,1,2,20909,9710,3,10-06-16,1995000,for_sale
condos,1974,2,2,1,1,2,436,1083,1,09-29-20,379000,for_sale
single_family,2000,4,3,2,1,2,4356,2175,3,04-11-19,480000,for_sale
townhomes,1972,3,2,1,1,2,871,1012,2,09-13-22,318000,for_sale
townhomes,2018,2,2,2,1,2,2178,1603,1,03-29-19,449950,for_sale
single_family,2020,8,8,4,2,5,211702,8883,4,05-31-18,2695000,for_sale
single_family,2010,5,3,3,1,4,8712,3072,2,06-29-10,549900,for_sale
single_family,2023,8,9,7,2,3,7405,5224,3,05-31-18,249000,for_sale
mobile,1990,3,2,2,1,2,217800,1456,1,05-31-18,299000,for_sale
single_family,1928,3,3,2,1,1,5227,2300,2,02-06-23,1094000,for_sale
single_family,1953,4,3,2,1,2,70567,3592,2,05-31-18,359900,for_sale
single_family,2002,3,2,2,1,2,6970,1796,1,06-26-20,454900,for_sale
single_family,2022,4,4,4,1,4,24394,3295,2,05-31-18,1179000,for_sale
single_family,1913,3,2,2,1,2,5663,1038,2,05-31-18,195000,for_sale
single_family,1888,3,2,1,1,2,34412,2002,2,06-24-15,425000,for_sale
single_family,2022,5,4,3,1,3,34848,3234,2,05-31-18,699900,for_sale
land,2003,4,0,2,1,2,193406,2400,2,05-31-18,94999,for_sale
single_family,1930,3,2,1,1,2,10454,1387,2,07-29-19,450000,for_sale
single_family,2008,7,5,4,1,12,21780,6225,3,12-09-20,1300000,for_sale
single_family,1941,2,1,1,1,2,6534,1075,2,05-31-18,299000,for_sale
land,2003,4,0,2,1,2,139392,2400,2,05-30-23,199900,for_sale
single_family,2002,5,6,6,1,7,43560,5601,2,10-25-02,2195000,for_sale
single_family,1999,6,4,2,1,3,14810,3535,3,02-15-19,699000,for_sale
single_family,1978,5,3,2,1,2,54450,3448,1,05-31-18,599000,for_sale
