type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldOn,listPrice,status
single_family,1950,3,1,1,1,1,6970,1345,2,11-04-14,399900,for_sale
land,2003,4,0,2,1,2,13939,2400,2,05-31-18,268500,for_sale
land,2003,4,0,2,1,2,43996,2400,2,05-31-18,285000,for_sale
single_family,2005,6,4,3,1,3,10019,3894,3,11-16-16,869960,for_sale
land,2003,4,0,2,1,2,186437,2400,2,05-31-18,1375000,for_sale
land,2003,4,0,2,1,2,12197,2400,2,05-31-18,157000,for_sale
land,2003,4,0,2,1,2,19602,2400,2,05-31-18,199900,for_sale
single_family,1967,5,3,1,1,2,11761,3280,2,05-31-18,530000,for_sale
land,2003,4,0,2,1,2,21780,2400,2,05-31-18,149900,for_sale
single_family,1984,4,3,2,1,2,9583,3896,3,10-19-20,495000,for_sale
land,2003,4,0,2,1,2,26572,2400,2,05-31-18,35000,for_sale
land,2003,4,0,2,1,2,217800,2400,2,05-31-18,110000,for_sale
land,2003,4,0,2,1,2,10019,2400,2,05-31-18,210000,for_sale
land,2003,4,0,2,1,2,15071760,2400,2,05-31-18,1300000,for_sale
land,2003,4,0,2,1,2,17860,2400,2,05-31-18,312000,for_sale
land,2003,4,0,2,1,2,44867,2400,2,05-31-18,139000,for_sale
land,2003,4,0,2,1,2,8712,2400,2,05-31-18,250000,for_sale
land,2003,4,0,2,1,2,70132,2400,2,05-31-18,1213000,for_sale
land,2003,4,0,2,1,2,135036,2400,2,05-31-18,1975000,for_sale
land,2003,4,0,2,1,2,20909,2400,2,05-31-18,362200,for_sale
land,2003,4,0,2,1,2,60984,2400,2,05-31-18,1583322,for_sale
land,2003,4,0,2,1,2,32670,2400,2,05-31-18,475000,for_sale
land,2003,4,0,2,1,2,871200,2400,2,05-31-18,115000,for_sale
land,2003,4,0,2,1,2,12197,2400,2,05-31-18,147000,for_sale
land,2003,4,0,2,1,2,24829,2400,2,05-31-18,391200,for_sale
land,2003,4,0,2,1,2,3485,2400,2,05-31-18,100000,for_sale
land,2003,4,0,2,1,2,38768,2400,2,05-31-18,789000,for_sale
land,2003,4,0,2,1,2,27007,2400,2,05-31-18,407800,for_sale
land,2003,4,0,2,1,2,13939,2400,2,05-31-18,294950,for_sale
land,2003,4,0,2,1,2,1735430,2400,2,05-31-18,558000,for_sale
single_family,2003,4,3,2,1,3,10890,2966,2,12-18-20,679000,for_sale
land,2003,4,0,2,1,2,12632,2400,2,09-18-17,159000,for_sale
land,2003,4,0,2,1,2,68825,2400,2,05-31-18,1721475,for_sale
land,2003,4,0,2,1,2,15246,2400,2,05-31-18,269700,for_sale
land,2003,4,0,2,1,2,33541,2400,2,05-31-18,499999,for_sale
land,2003,4,0,2,1,2,25700,2400,2,03-29-23,299000,for_sale
land,2003,4,0,2,1,2,11761,2400,2,05-31-18,245000,for_sale
land,2003,4,0,2,1,2,45738,2400,2,05-31-18,695000,for_sale
land,2003,4,0,2,1,2,43560,2400,2,05-31-18,35000,for_sale
land,2003,4,0,2,1,2,282704,2400,2,05-31-18,255000,for_sale
land,2003,4,0,2,1,2,25700,2400,2,05-31-18,225000,for_sale
land,2003,4,0,2,1,2,268765,2400,2,05-31-18,215000,for_sale
land,2003,4,0,2,1,2,27007,2400,2,05-31-18,190000,for_sale
land,2003,4,0,2,1,2,11326,2400,2,05-31-18,223990,for_sale
land,2003,4,0,2,1,2,45302,2400,2,05-31-18,162000,for_sale
land,2003,4,0,2,1,2,281398,2400,2,05-31-18,255000,for_sale
land,2003,4,0,2,1,2,121532,2400,2,05-31-18,155000,for_sale
land,2003,4,0,2,1,2,139828,2400,2,05-31-18,99999,for_sale
land,2003,4,0,2,1,2,19166,2400,2,05-31-18,149900,for_sale
land,2003,4,0,2,1,2,43560,2400,2,05-31-18,152700,for_sale
land,2003,4,0,2,1,2,13068,2400,2,05-31-18,180000,for_sale
land,2003,4,0,2,1,2,251777,2400,2,05-31-18,200000,for_sale
land,2003,4,0,2,1,2,270943,2400,2,05-31-18,255000,for_sale
land,2003,4,0,2,1,2,283140,2400,2,05-31-18,255000,for_sale
land,2003,4,0,2,1,2,8712,2400,2,05-31-18,175990,for_sale
land,2003,4,0,2,1,2,22651,2400,2,05-31-18,75999,for_sale
land,2003,4,0,2,1,2,10454,2400,2,05-31-18,219000,for_sale
land,2003,4,0,2,1,2,12197,2400,2,05-31-18,223990,for_sale
land,2003,4,0,2,1,2,2178,2400,2,09-10-03,88000,for_sale
mobile,2002,4,2,2,1,2,73616,1974,2,05-31-18,479500,for_sale
land,2003,4,0,2,1,2,13939,2400,2,05-31-18,40000,for_sale
land,2003,4,0,2,1,2,7405,2400,2,05-31-18,175990,for_sale
land,2003,4,0,2,1,2,65340,2400,2,05-31-18,249999,for_sale
land,2003,4,0,2,1,2,23087,2400,2,05-31-18,81999,for_sale
land,2003,4,0,2,1,2,28314,2400,2,05-31-18,63000,for_sale
land,2003,4,0,2,1,2,240016,2400,2,05-31-18,149900,for_sale
land,2003,4,0,2,1,2,23522,2400,2,05-31-18,240000,for_sale
land,2003,4,0,2,1,2,32234,2400,2,10-18-22,220000,for_sale
land,2003,4,0,2,1,2,10890,2400,2,05-31-18,203990,for_sale
land,2003,4,0,2,1,2,282269,2400,2,05-31-18,255000,for_sale
land,2003,4,0,2,1,2,15246,2400,2,05-31-18,499999,for_sale
single_family,2000,3,3,2,1,2,27443,2158,2,07-19-16,550000,for_sale
land,2003,4,0,2,1,2,108900,2400,2,05-31-18,39000,for_sale
single_family,2020,3,2,2,1,3,11326,3602,3,04-23-20,699000,for_sale
land,2003,4,0,2,1,2,232175,2400,2,05-31-18,255000,for_sale
single_family,2024,4,4,4,1,3,6970,2464,1,05-31-18,799000,for_sale
land,2003,4,0,2,1,2,281833,2400,2,05-31-18,255000,for_sale
land,2003,4,0,2,1,2,435600,2400,2,05-31-18,32000,for_sale
land,2003,4,0,2,1,2,217800,2400,2,05-31-18,25000,for_sale
land,2003,4,0,2,1,2,279655,2400,2,05-31-18,255000,for_sale
land,2003,4,0,2,1,2,217800,2400,2,05-31-18,450000,for_sale
land,2003,4,0,2,1,2,54886,2400,2,05-31-18,139700,for_sale
land,2003,4,0,2,1,2,22651,2400,2,05-31-18,59000,for_sale
land,2003,4,0,2,1,2,32670,2400,2,05-31-18,49900,for_sale
single_family,1967,4,3,1,1,2,21780,1812,3,05-31-18,575000,for_sale
single_family,1992,5,4,4,1,2,15246,4074,2,07-28-10,800000,for_sale
land,2003,4,0,2,1,2,8276,2400,2,05-31-18,199900,for_sale
land,2003,4,0,2,1,2,5663,2400,2,05-31-18,799000,for_sale
single_family,2018,6,3,3,1,3,7841,3349,2,05-31-18,660000,for_sale
land,2003,4,0,2,1,2,10890,2400,2,05-31-18,199900,for_sale
single_family,2018,4,3,2,1,3,14810,5231,3,02-27-18,1198000,for_sale
land,2003,4,0,2,1,2,22216,2400,2,06-08-07,345000,for_sale
land,2003,4,0,2,1,2,104980,2400,2,05-31-18,199900,for_sale
land,2003,4,0,2,1,2,13939,2400,2,05-31-18,315000,for_sale
land,2003,4,0,2,1,2,40946,2400,2,05-31-18,246900,for_sale
land,2003,4,0,2,1,2,44431,2400,2,05-31-18,212000,for_sale
land,2003,4,0,2,1,2,12197,2400,2,05-31-18,260000,for_sale
land,2003,4,0,2,1,2,10019,2400,2,05-31-18,188990,for_sale
single_family,2021,4,4,3,1,3,23522,3275,1,05-31-18,748000,for_sale
land,2003,4,0,2,1,2,3485,2400,2,05-31-18,450000,for_sale
land,2003,4,0,2,1,2,8276,2400,2,05-31-18,168000,for_sale
land,2003,4,0,2,1,2,32670,2400,2,05-31-18,319000,for_sale
land,2003,4,0,2,1,2,15682,2400,2,05-31-18,294300,for_sale
land,2003,4,0,2,1,2,17860,2400,2,05-31-18,298200,for_sale
land,2003,4,0,2,1,2,19166,2400,2,05-31-18,331000,for_sale
land,2003,4,0,2,1,2,24829,2400,2,05-31-18,849000,for_sale
land,2003,4,0,2,1,2,57935,2400,2,07-18-22,1395000,for_sale
land,2003,4,0,2,1,2,60984,2400,2,05-31-18,1583322,for_sale
single_family,2005,3,2,2,1,2,7405,1546,2,05-31-18,419900,for_sale
single_family,2024,3,3,3,1,4,17860,2771,1,05-31-18,1400000,for_sale
single_family,2022,4,3,3,1,3,9583,2419,1,07-19-22,850000,for_sale
single_family,2021,4,3,3,1,3,9148,2212,1,02-17-21,689000,for_sale
single_family,2015,3,4,3,1,3,47916,3912,2,05-31-18,2700000,for_sale
single_family,2024,3,2,2,1,3,8712,2089,1,05-31-18,614900,for_sale
single_family,2008,4,3,3,1,2,2614,2582,2,03-04-21,539999,for_sale
single_family,2021,4,4,2,1,3,15246,2702,2,07-14-21,799000,for_sale
single_family,2023,4,3,2,1,3,15682,3619,2,05-31-18,829900,for_sale
land,2003,4,0,2,1,2,49223,2400,2,05-31-18,5000,for_sale
land,2003,4,0,2,1,2,173369,2400,2,05-31-18,595000,for_sale
single_family,1997,7,5,4,1,3,937847,4630,3,05-31-18,2200000,for_sale
land,2003,4,0,2,1,2,259182,2400,2,05-31-18,90000,for_sale
single_family,1993,5,3,3,1,2,8712,2072,3,08-13-04,604000,for_sale
single_family,2019,6,5,4,1,4,31799,5392,2,05-31-18,1299000,for_sale
single_family,1986,5,4,2,1,3,8276,4169,3,05-31-18,980000,for_sale
single_family,2024,5,3,3,1,3,12197,4235,2,05-31-18,787000,for_sale
land,2003,4,0,2,1,2,229126,2400,2,05-31-18,100000,for_sale
single_family,2001,5,2,1,1,2,8712,1782,2,08-11-17,445000,for_sale
single_family,1995,4,3,2,1,2,215622,2922,2,05-31-18,980000,for_sale
single_family,2019,5,3,3,1,3,13939,3368,2,03-25-20,750000,for_sale
single_family,2007,4,4,3,1,2,70567,2465,3,07-01-21,999000,for_sale
single_family,2015,4,4,3,1,3,11326,5024,3,11-06-15,995000,for_sale
land,2003,4,0,2,1,2,87120,2400,2,05-31-18,54000,for_sale
single_family,1983,5,4,2,1,2,79279,3360,2,05-31-18,650000,for_sale
single_family,1975,6,3,3,1,2,22216,2780,2,12-06-16,479900,for_sale
single_family,2024,3,2,2,1,3,10890,1625,2,05-31-18,455000,for_sale
single_family,2018,3,2,2,1,2,7405,1347,2,07-03-18,439900,for_sale
single_family,2020,4,1,2,1,2,1849993,632,2,05-31-18,225000,for_sale
land,2003,4,0,2,1,2,813701,2400,2,05-31-18,469000,for_sale
mobile,1998,3,2,2,1,2,13939,1344,1,05-31-18,130000,for_sale
single_family,1979,6,3,2,1,2,18731,3096,2,05-31-18,430000,for_sale
single_family,1993,5,4,4,1,4,44431,3031,1,07-12-17,750000,for_sale
single_family,1996,5,3,3,1,2,17424,3072,2,03-22-17,675000,for_sale
single_family,1924,1,1,1,1,2,1742,775,2,10-25-99,235000,for_sale
single_family,2008,6,3,3,1,3,217800,3235,2,05-31-18,615000,for_sale
single_family,2002,7,6,4,2,3,15682,4260,3,04-28-03,875000,for_sale
single_family,2022,3,3,3,1,3,10019,2284,2,05-31-18,660000,for_sale
mobile,1997,3,2,2,1,2,13939,954,1,05-31-18,68000,for_sale
single_family,1993,5,4,3,1,3,18295,3997,3,07-19-04,865000,for_sale
land,2003,4,0,2,1,2,21780,2400,2,05-31-18,495000,for_sale
land,2003,4,0,2,1,2,20038,2400,2,05-31-18,49900,for_sale
land,2003,4,0,2,1,2,8276,2400,2,05-31-18,160000,for_sale
single_family,2002,4,2,2,1,2,10019,1850,1,12-31-02,649000,for_sale
land,2003,4,0,2,1,2,24829,2400,2,05-31-18,54900,for_sale
mobile,1997,3,2,2,1,2,10890,1180,1,05-31-18,289900,for_sale
townhomes,2022,3,3,2,1,2,1742,1605,2,05-31-18,369000,for_sale
townhomes,2018,2,2,1,1,2,3485,1326,1,01-19-21,439800,for_sale
single_family,2014,5,5,4,1,3,43124,4457,2,07-17-14,1450000,for_sale
mobile,1956,1,1,1,1,2,13939,256,1,05-31-18,44999,for_sale
single_family,2020,4,3,2,1,2,5663,1839,2,05-31-18,459000,for_sale
single_family,1997,3,3,2,1,2,899514,1926,1,05-31-18,779500,for_sale
single_family,2017,4,3,2,1,3,14810,3775,3,01-03-17,575000,for_sale
townhomes,2006,3,2,2,1,1,1307,1910,2,05-31-18,435000,for_sale
single_family,2023,4,6,6,1,3,37462,6387,2,05-31-18,14950000,for_sale
single_family,2024,3,2,2,1,3,12197,3466,2,05-31-18,512990,for_sale
single_family,1958,4,2,2,1,1,7841,1779,1,10-29-21,435000,for_sale
single_family,1938,5,3,2,1,2,311018,3038,4,05-31-18,584900,for_sale
single_family,1919,2,1,1,1,2,8276,1054,2,05-31-18,399900,for_sale
single_family,1998,3,2,1,1,2,8712,1501,3,09-08-06,479999,for_sale
single_family,2024,6,5,4,1,6,12197,6099,3,05-31-18,1445000,for_sale
single_family,1984,4,2,1,1,1,16553,2000,2,12-15-16,319900,for_sale
single_family,1977,5,3,2,1,2,14810,2884,2,05-31-18,499900,for_sale
single_family,1988,3,4,4,1,7,299693,6185,3,05-31-18,3400000,for_sale
single_family,1996,5,3,3,1,3,43560,3968,2,02-26-15,1195000,for_sale
single_family,2000,5,4,4,1,4,216929,5819,2,05-31-18,2334000,for_sale
single_family,2000,5,3,2,1,3,13504,4768,3,05-24-05,950000,for_sale
single_family,1928,3,1,1,1,2,5663,1174,2,10-01-18,288000,for_sale
single_family,2019,4,3,2,1,2,2614,2677,3,12-16-19,555000,for_sale
single_family,2007,5,3,2,1,3,7405,2972,2,05-30-19,579900,for_sale
single_family,1973,3,2,1,1,4,211266,2096,2,05-12-17,675000,for_sale
single_family,1939,4,2,1,1,2,5663,2638,2,05-31-18,357000,for_sale
mobile,1982,3,2,2,1,2,20473,1344,1,07-30-08,279000,for_sale
land,2003,4,0,2,1,2,162043,2400,2,05-31-18,250000,for_sale
single_family,2005,5,4,3,1,2,283140,4415,3,09-29-16,890000,for_sale
townhomes,2003,3,3,2,1,2,436,3928,2,04-29-19,769000,for_sale
land,2003,4,0,2,1,2,27443,2400,2,05-31-18,310000,for_sale
land,2003,4,0,2,1,2,3484800,2400,2,05-31-18,349000,for_sale
single_family,2007,4,3,3,1,2,73181,2400,2,05-31-18,449000,for_sale
single_family,2022,3,2,2,1,2,10019,1791,1,05-31-18,489000,for_sale
land,2003,4,0,2,1,2,64904,2400,2,05-31-18,285000,for_sale
land,2003,4,0,2,1,2,12197,2400,2,05-31-18,276750,for_sale
land,2003,4,0,2,1,2,473497,2400,2,05-31-18,1949000,for_sale
single_family,1998,2,2,2,1,1,21780,1776,2,05-31-18,489500,for_sale
single_family,2018,2,2,2,1,2,1039777,700,1,05-31-18,399900,for_sale
land,2003,4,0,2,1,2,13939,2400,2,05-31-18,267700,for_sale
land,2003,4,0,2,1,2,502682,2400,2,05-31-18,19500,for_sale
land,2003,4,0,2,1,2,66647,2400,2,05-31-18,480000,for_sale
land,2003,4,0,2,1,2,1306800,2400,2,05-31-18,3200000,for_sale
land,2003,4,0,2,1,2,21780,2400,2,05-31-18,589900,for_sale
single_family,2013,5,4,2,1,4,13939,3056,3,10-11-19,634000,for_sale
land,2003,4,0,2,1,2,270072,2400,2,05-31-18,1275000,for_sale
land,2003,4,0,2,1,2,43560,2400,2,05-31-18,1205000,for_sale
single_family,1984,2,2,2,1,2,131987,1500,1,05-31-18,429999,for_sale
single_family,2018,3,4,2,1,2,30492,2756,2,09-20-19,1695000,for_sale
single_family,2005,9,2,2,1,2,38333,3039,2,05-31-18,875000,for_sale
land,2003,4,0,2,1,2,673438,2400,2,05-31-18,2100000,for_sale
land,2003,4,0,2,1,2,1742400,2400,2,05-31-18,2000000,for_sale
land,2003,4,0,2,1,2,10647371,2400,2,05-31-18,4950000,for_sale
land,2003,4,0,2,1,2,29185,2400,2,05-31-18,330000,for_sale
land,2003,4,0,2,1,2,61855,2400,2,05-31-18,270000,for_sale
land,2003,4,0,2,1,2,13939,2400,2,05-31-18,299000,for_sale
land,2003,4,0,2,1,2,217800,2400,2,05-31-18,65000,for_sale
land,2003,4,0,2,1,2,21780,2400,2,05-31-18,149900,for_sale
condos,1998,2,2,2,1,2,13939,901,2,10-31-14,650000,for_sale
land,2003,4,0,2,1,2,79715,2400,2,05-31-18,355000,for_sale
land,2003,4,0,2,1,2,45302,2400,2,05-31-18,99000,for_sale
land,2003,4,0,2,1,2,26572,2400,2,05-31-18,190000,for_sale
land,2003,4,0,2,1,2,61855,2400,2,05-31-18,270000,for_sale
land,2003,4,0,2,1,2,218671,2400,2,05-31-18,279000,for_sale
land,2003,4,0,2,1,2,61855,2400,2,05-31-18,270000,for_sale
land,2003,4,0,2,1,2,1742400,2400,2,05-31-18,399999,for_sale
land,2003,4,0,2,1,2,82328,2400,2,05-31-18,550000,for_sale
land,2003,4,0,2,1,2,40946,2400,2,05-31-18,475000,for_sale
land,2003,4,0,2,1,2,258311,2400,2,05-31-18,110000,for_sale
land,2003,4,0,2,1,2,25265,2400,2,05-31-18,285000,for_sale
single_family,1960,4,2,1,1,2,7841,2288,2,05-31-18,415000,for_sale
land,2003,4,0,2,1,2,332363,2400,2,05-31-18,1500000,for_sale
land,2003,4,0,2,1,2,388120,2400,2,05-31-18,925000,for_sale
land,2003,4,0,2,1,2,389862,2400,2,05-31-18,199000,for_sale
land,2003,4,0,2,1,2,42689,2400,2,05-31-18,695000,for_sale
land,2003,4,0,2,1,2,20909,2400,2,05-31-18,358200,for_sale
land,2003,4,0,2,1,2,67082,2400,2,05-31-18,1200000,for_sale
land,2003,4,0,2,1,2,21780,2400,2,05-31-18,373700,for_sale
land,2003,4,0,2,1,2,3485,2400,2,05-31-18,29900,for_sale
land,2003,4,0,2,1,2,24394,2400,2,05-31-18,500000,for_sale
land,2003,4,0,2,1,2,237838,2400,2,07-10-20,2000000,for_sale
land,2003,4,0,2,1,2,346302,2400,2,05-31-18,210000,for_sale
land,2003,4,0,2,1,2,209524,2400,2,05-31-18,3240000,for_sale
land,2003,4,0,2,1,2,62726,2400,2,05-31-18,230000,for_sale
land,2003,4,0,2,1,2,15246,2400,2,05-31-18,274450,for_sale
land,2003,4,0,2,1,2,17860,2400,2,05-31-18,299000,for_sale
land,2003,4,0,2,1,2,9148,2400,2,05-31-18,190000,for_sale
single_family,2024,4,3,1,1,2,12632,2292,2,05-31-18,549900,for_sale
single_family,2022,4,3,2,1,3,9148,3353,3,05-31-18,625000,for_sale
land,2003,4,0,2,1,2,24829,2400,2,05-31-18,411450,for_sale
land,2003,4,0,2,1,2,30056,2400,2,05-31-18,850000,for_sale
land,2003,4,0,2,1,2,348480,2400,2,05-31-18,550000,for_sale
land,2003,4,0,2,1,2,130680,2400,2,05-31-18,45000,for_sale
land,2003,4,0,2,1,2,26572,2400,2,05-31-18,270000,for_sale
single_family,1978,4,2,1,1,2,6970,2000,2,05-31-18,265000,for_sale
land,2003,4,0,2,1,2,6098,2400,2,05-31-18,139000,for_sale
land,2003,4,0,2,1,2,27007,2400,2,05-31-18,810450,for_sale
land,2003,4,0,2,1,2,20909,2400,2,05-31-18,187500,for_sale
land,2003,4,0,2,1,2,229561,2400,2,05-31-18,55000,for_sale
land,2003,4,0,2,1,2,9148,2400,2,05-31-18,190000,for_sale
land,2003,4,0,2,1,2,16553,2400,2,05-31-18,297250,for_sale
single_family,1975,3,3,1,1,2,12197,2550,2,05-31-18,275000,for_sale
land,2003,4,0,2,1,2,55757,2400,2,05-31-18,45000,for_sale
single_family,1994,5,4,3,1,3,31363,4741,4,05-31-18,950000,for_sale
single_family,2018,6,4,3,1,3,174240,5383,3,05-31-18,2499900,for_sale
single_family,2020,3,2,1,1,2,8712,1700,2,08-27-20,530000,for_sale
land,2003,4,0,2,1,2,24394,2400,2,05-31-18,79000,for_sale
single_family,1940,3,2,1,1,1,23087,2383,2,05-31-18,429000,for_sale
single_family,1994,4,3,1,1,2,7841,2738,3,05-31-18,575000,for_sale
land,2003,4,0,2,1,2,1742400,2400,2,05-31-18,700000,for_sale
mobile,1966,2,1,1,1,2,13939,816,1,05-31-18,55000,for_sale
townhomes,2021,3,3,2,1,2,1307,2190,3,06-14-21,450000,for_sale
single_family,1978,5,4,2,1,2,10890,2592,2,02-28-22,899000,for_sale
single_family,2004,6,8,4,1,4,4456624,12904,3,05-31-18,6900000,for_sale
land,2003,4,0,2,1,2,10454,2400,2,05-31-18,429000,for_sale
mobile,2024,3,2,2,1,2,13939,950,1,05-31-18,128000,for_sale
single_family,2014,3,3,3,1,2,5663,2501,1,01-21-16,899000,for_sale
single_family,1960,5,3,1,1,1,8712,2378,2,08-15-18,575000,for_sale
single_family,2021,3,3,2,1,3,10890,4086,2,05-31-18,639000,for_sale
townhomes,1978,3,3,3,1,2,2178,1569,2,10-26-04,285000,for_sale
land,2003,4,0,2,1,2,304920,2400,2,05-31-18,269000,for_sale
single_family,2013,5,5,2,1,2,10890,5180,2,05-31-18,964900,for_sale
single_family,1890,6,4,3,1,2,44431,5028,4,05-31-18,624900,for_sale
single_family,1996,4,3,3,1,2,10454,2204,2,11-01-21,461900,for_sale
single_family,1928,7,5,1,1,2,16988,4922,3,05-31-18,1390000,for_sale
condos,1995,3,2,1,1,1,436,1050,2,08-10-18,279900,for_sale
single_family,2005,9,2,1,1,2,38333,3039,3,05-31-18,875000,for_sale
townhomes,2017,3,3,3,1,1,871,1457,2,01-02-19,279000,for_sale
single_family,2006,5,3,2,1,3,19602,3400,3,10-29-21,614900,for_sale
land,2003,4,0,2,1,2,41382,2400,2,05-31-18,124900,for_sale
land,2003,4,0,2,1,2,66211,2400,2,05-31-18,40000,for_sale
single_family,1900,1,1,1,1,2,54450,787,1,05-31-18,349000,for_sale
land,2003,4,0,2,1,2,14810,2400,2,05-31-18,266250,for_sale
single_family,2019,5,4,2,1,3,7841,3328,3,11-26-19,600000,for_sale
land,2003,4,0,2,1,2,435600,2400,2,05-31-18,60000,for_sale
single_family,1959,3,1,1,1,2,7405,1020,1,07-01-19,329900,for_sale
land,2003,4,0,2,1,2,79279,2400,2,05-31-18,435000,for_sale
single_family,2017,5,4,4,1,3,211702,3369,2,05-31-18,1650000,for_sale
single_family,2004,6,5,3,1,3,90169,4960,3,09-30-02,2850000,for_sale
townhomes,2021,4,2,2,1,2,1307,1303,1,05-31-18,149000,for_sale
single_family,2015,8,5,4,1,8,252648,4600,3,05-31-18,2999000,for_sale
single_family,1997,4,4,3,1,2,15682,2453,2,01-31-18,449900,for_sale
single_family,2008,6,5,4,1,3,67518,5786,3,05-31-18,825000,for_sale
single_family,2020,4,3,3,1,3,10890,3006,2,06-28-21,875000,for_sale
single_family,2024,2,2,2,1,2,6534,1567,1,05-31-18,416890,for_sale
single_family,1995,4,4,3,1,4,46174,5904,2,09-05-06,2000000,for_sale
land,2003,4,0,2,1,2,284011,2400,2,05-31-18,550000,for_sale
condos,1972,2,1,1,1,2,436,720,1,09-04-18,205000,for_sale
townhomes,2010,3,3,1,1,2,1742,2608,2,07-03-14,729000,for_sale
single_family,2007,7,3,3,1,3,8712,3575,2,02-19-21,815000,for_sale
single_family,2005,4,4,3,1,3,23522,4428,3,05-31-18,1149999,for_sale
single_family,2008,5,4,3,1,3,5663,2809,3,05-31-22,685000,for_sale
single_family,1920,5,3,2,1,2,17860,3386,3,10-09-20,515000,for_sale
single_family,1970,2,2,1,1,2,8712,3280,2,05-31-18,675000,for_sale
single_family,2016,7,5,5,1,3,11761,3841,1,01-03-17,799900,for_sale
land,2003,4,0,2,1,2,79715,2400,2,05-31-18,220000,for_sale
single_family,1987,3,2,2,1,2,2178,1472,1,05-31-18,430000,for_sale
land,2003,4,0,2,1,2,3485,2400,2,05-31-18,1200000,for_sale
land,2003,4,0,2,1,2,43996,2400,2,05-31-18,290000,for_sale
single_family,2019,6,4,3,1,2,11326,5048,3,10-30-19,899000,for_sale
single_family,1996,4,2,2,1,2,6098,1888,2,10-10-18,699500,for_sale
condos,1986,1,1,1,1,2,13939,703,1,05-31-18,229000,for_sale
single_family,1951,4,2,2,1,2,13068,2104,2,08-27-19,315000,for_sale
single_family,2004,3,2,2,1,2,4356,2288,3,05-24-13,465000,for_sale
single_family,1959,3,1,1,1,2,26572,2132,2,05-31-18,489900,for_sale
single_family,1987,6,4,1,1,2,13504,3308,2,05-31-18,629900,for_sale
single_family,1958,5,4,3,1,2,10019,2608,3,06-22-21,899000,for_sale
single_family,1941,3,1,1,1,1,7405,1600,3,05-31-18,205000,for_sale
single_family,1978,4,3,2,1,2,12197,1650,3,05-31-18,325000,for_sale
single_family,1999,5,4,2,1,3,9583,4007,3,05-03-22,1100000,for_sale
single_family,1997,5,2,1,1,2,53579,2016,3,05-31-18,349000,for_sale
townhomes,1998,4,3,2,1,2,2614,2654,2,05-31-18,379800,for_sale
townhomes,2004,4,3,2,1,1,1742,2230,3,05-31-18,495000,for_sale
single_family,2019,6,4,3,1,2,10019,4100,3,11-12-19,709900,for_sale
land,2003,4,0,2,1,2,653400,2400,2,05-31-18,424000,for_sale
single_family,2004,5,3,2,1,2,9148,2454,2,06-22-15,639000,for_sale
single_family,1985,4,2,1,1,2,9583,1878,1,07-29-21,534999,for_sale
single_family,2021,3,2,2,1,2,18295,3348,2,05-31-18,579000,for_sale
single_family,2007,6,6,3,1,5,44431,6286,3,01-10-18,1850000,for_sale
mobile,1976,3,2,2,1,2,13939,910,1,05-31-18,89900,for_sale
single_family,2005,4,2,2,1,2,14810,1632,1,05-31-18,430000,for_sale
land,2003,4,0,2,1,2,17860,2400,2,05-31-18,165000,for_sale
single_family,2022,4,2,2,1,3,286189,2175,2,05-31-18,860000,for_sale
single_family,2023,5,7,5,2,2,81457,14500,3,05-31-18,5500000,for_sale
single_family,1945,6,3,3,1,2,24829,3370,2,05-31-18,350000,for_sale
single_family,2019,3,2,2,1,2,6098,3137,2,05-31-18,485000,for_sale
mobile,2017,3,2,1,1,2,13939,1120,1,05-31-18,79900,for_sale
single_family,2010,6,3,3,1,2,9148,3208,2,05-13-14,589900,for_sale
land,2003,4,0,2,1,2,10019,2400,2,05-31-18,159000,for_sale
land,2003,4,0,2,1,2,23087,2400,2,05-31-18,450000,for_sale
single_family,2023,4,5,4,1,4,33541,6474,2,05-31-18,3779000,for_sale
land,2003,4,0,2,1,2,15682,2400,2,05-31-18,277100,for_sale
land,2003,4,0,2,1,2,280962,2400,2,05-31-18,255000,for_sale
land,2003,4,0,2,1,2,20038,2400,2,05-31-18,160896,for_sale
single_family,1978,4,4,2,1,2,21780,5573,2,05-31-18,895000,for_sale
single_family,2017,4,3,3,1,3,13068,2513,2,05-31-18,689000,for_sale
single_family,2010,4,4,3,1,2,4356,2665,3,07-12-13,575000,for_sale
single_family,2001,5,3,3,1,2,4792,3157,2,02-28-14,619900,for_sale
single_family,1986,3,2,1,1,2,21780,2217,2,05-31-18,399999,for_sale
single_family,1986,5,4,3,1,4,33106,4122,2,05-31-18,900000,for_sale
single_family,1979,3,1,1,1,2,47916,970,2,05-31-18,449000,for_sale
single_family,2023,3,3,2,1,3,3920,2492,1,06-21-23,650000,for_sale
single_family,2023,5,6,5,1,6,10454,9000,4,05-26-21,3900000,for_sale
mobile,1994,2,2,2,1,2,13939,1020,1,05-31-18,128900,for_sale
condos,1973,4,3,1,1,2,3485,2958,2,11-05-09,400000,for_sale
land,2003,4,0,2,1,2,871200,2400,2,05-31-18,22000,for_sale
townhomes,1908,4,2,1,1,2,5663,2904,3,05-31-18,692000,for_sale
single_family,1957,5,2,1,1,2,6534,1872,2,05-31-18,400000,for_sale
single_family,2024,3,2,1,1,2,11326,1700,1,05-31-18,460000,for_sale
single_family,2009,4,2,2,1,2,218236,2702,2,07-22-20,800000,for_sale
land,2003,4,0,2,1,2,1026274,2400,2,05-31-18,175000,for_sale
